#timebase=40000000(ps)
,#voltbase=5000(mv/100)
5.07E-04,0.010
5.07E-04,0.009
5.08E-04,0.010
5.08E-04,0.008
5.08E-04,0.008
5.08E-04,0.009
5.08E-04,0.008
5.09E-04,0.009
5.09E-04,0.009
5.09E-04,0.010
5.09E-04,0.010
5.09E-04,0.009
5.10E-04,0.009
5.10E-04,0.010
5.10E-04,0.010
5.10E-04,0.009
5.10E-04,0.009
5.11E-04,0.009
5.11E-04,0.009
5.11E-04,0.009
5.11E-04,0.009
5.11E-04,0.009
5.12E-04,0.009
5.12E-04,0.009
5.12E-04,0.008
5.12E-04,0.007
5.12E-04,0.008
5.13E-04,0.008
5.13E-04,0.008
5.13E-04,0.008
5.13E-04,0.008
5.13E-04,0.008
5.14E-04,0.008
5.14E-04,0.008
5.14E-04,0.008
5.14E-04,0.009
5.14E-04,0.008
5.15E-04,0.008
5.15E-04,0.009
5.15E-04,0.008
5.15E-04,0.008
5.15E-04,0.008
5.16E-04,0.008
5.16E-04,0.009
5.16E-04,0.009
5.16E-04,0.008
5.16E-04,0.008
5.17E-04,0.006
5.17E-04,0.008
5.17E-04,0.008
5.17E-04,0.009
5.17E-04,0.009
5.18E-04,0.007
5.18E-04,0.009
5.18E-04,0.009
5.18E-04,0.009
5.18E-04,0.009
5.19E-04,0.008
5.19E-04,0.009
5.19E-04,0.008
5.19E-04,0.009
5.19E-04,0.009
5.20E-04,0.009
5.20E-04,0.009
5.20E-04,0.008
5.20E-04,0.009
5.20E-04,0.009
5.21E-04,0.009
5.21E-04,0.009
5.21E-04,0.009
5.21E-04,0.009
5.21E-04,0.009
5.22E-04,0.009
5.22E-04,0.011
5.22E-04,0.010
5.22E-04,0.010
5.22E-04,0.010
5.23E-04,0.010
5.23E-04,0.010
5.23E-04,0.010
5.23E-04,0.010
5.23E-04,0.010
5.24E-04,0.011
5.24E-04,0.010
5.24E-04,0.010
5.24E-04,0.010
5.24E-04,0.010
5.25E-04,0.010
5.25E-04,0.010
5.25E-04,0.010
5.25E-04,0.009
5.25E-04,0.010
5.26E-04,0.010
5.26E-04,0.010
5.26E-04,0.009
5.26E-04,0.010
5.26E-04,0.010
5.27E-04,0.010
5.27E-04,0.010
5.27E-04,0.010
5.27E-04,0.010
5.27E-04,0.010
5.28E-04,0.010
5.28E-04,0.010
5.28E-04,0.010
5.28E-04,0.009
5.28E-04,0.010
5.29E-04,0.009
5.29E-04,0.011
5.29E-04,0.010
5.29E-04,0.010
5.29E-04,0.010
5.30E-04,0.010
5.30E-04,0.010
5.30E-04,0.010
5.30E-04,0.010
5.30E-04,0.009
5.31E-04,0.009
5.31E-04,0.009
5.31E-04,0.009
5.31E-04,0.009
5.31E-04,0.008
5.32E-04,0.009
5.32E-04,0.009
5.32E-04,0.009
5.32E-04,0.009
5.32E-04,0.009
5.33E-04,0.008
5.33E-04,0.010
5.33E-04,0.009
5.33E-04,0.009
5.33E-04,0.010
5.34E-04,0.009
5.34E-04,0.009
5.34E-04,0.008
5.34E-04,0.008
5.34E-04,0.009
5.35E-04,0.008
5.35E-04,0.008
5.35E-04,0.009
5.35E-04,0.009
5.35E-04,0.009
5.36E-04,0.009
5.36E-04,0.009
5.36E-04,0.009
5.36E-04,0.009
5.36E-04,0.008
5.37E-04,0.009
5.37E-04,0.009
5.37E-04,0.009
5.37E-04,0.009
5.37E-04,0.009
5.38E-04,0.010
5.38E-04,0.010
5.38E-04,0.010
5.38E-04,0.009
5.38E-04,0.009
5.39E-04,0.010
5.39E-04,0.009
5.39E-04,0.009
5.39E-04,0.010
5.39E-04,0.010
5.40E-04,0.010
5.40E-04,0.010
5.40E-04,0.010
5.40E-04,0.010
5.40E-04,0.011
5.41E-04,0.010
5.41E-04,0.010
5.41E-04,0.011
5.41E-04,0.011
5.41E-04,0.011
5.42E-04,0.011
5.42E-04,0.011
5.42E-04,0.011
5.42E-04,0.011
5.42E-04,0.011
5.43E-04,0.011
5.43E-04,0.010
5.43E-04,0.010
5.43E-04,0.010
5.43E-04,0.011
5.44E-04,0.010
5.44E-04,0.011
5.44E-04,0.010
5.44E-04,0.011
5.44E-04,0.012
5.45E-04,0.010
5.45E-04,0.009
5.45E-04,0.011
5.45E-04,0.010
5.45E-04,0.011
5.46E-04,0.011
5.46E-04,0.010
5.46E-04,0.012
5.46E-04,0.011
5.46E-04,0.011
5.47E-04,0.010
5.47E-04,0.010
5.47E-04,0.011
5.47E-04,0.010
5.47E-04,0.010
5.48E-04,0.010
5.48E-04,0.011
5.48E-04,0.011
5.48E-04,0.011
5.48E-04,0.011
5.49E-04,0.011
5.49E-04,0.010
5.49E-04,0.010
5.49E-04,0.010
5.49E-04,0.010
5.50E-04,0.011
5.50E-04,0.010
5.50E-04,0.010
5.50E-04,0.010
5.50E-04,0.010
5.51E-04,0.010
5.51E-04,0.010
5.51E-04,0.010
5.51E-04,0.009
5.51E-04,0.009
5.52E-04,0.010
5.52E-04,0.011
5.52E-04,0.010
5.52E-04,0.010
5.52E-04,0.010
5.53E-04,0.009
5.53E-04,0.009
5.53E-04,0.010
5.53E-04,0.010
5.53E-04,0.009
5.54E-04,0.009
5.54E-04,0.009
5.54E-04,0.010
5.54E-04,0.010
5.54E-04,0.009
5.55E-04,0.009
5.55E-04,0.010
5.55E-04,0.010
5.55E-04,0.010
5.55E-04,0.010
5.56E-04,0.010
5.56E-04,0.010
5.56E-04,0.010
5.56E-04,0.010
5.56E-04,0.010
5.57E-04,0.010
5.57E-04,0.009
5.57E-04,0.010
5.57E-04,0.010
5.57E-04,0.009
5.58E-04,0.010
5.58E-04,0.010
5.58E-04,0.010
5.58E-04,0.010
5.58E-04,0.010
5.59E-04,0.010
5.59E-04,0.010
5.59E-04,0.010
5.59E-04,0.009
5.59E-04,0.010
5.60E-04,0.010
5.60E-04,0.010
5.60E-04,0.011
5.60E-04,0.010
5.60E-04,0.010
5.61E-04,0.012
5.61E-04,0.010
5.61E-04,0.011
5.61E-04,0.011
5.61E-04,0.011
5.62E-04,0.011
5.62E-04,0.012
5.62E-04,0.011
5.62E-04,0.012
5.62E-04,0.013
5.63E-04,0.011
5.63E-04,0.011
5.63E-04,0.012
5.63E-04,0.012
5.63E-04,0.011
5.64E-04,0.011
5.64E-04,0.011
5.64E-04,0.011
5.64E-04,0.011
5.64E-04,0.011
5.65E-04,0.011
5.65E-04,0.012
5.65E-04,0.011
5.65E-04,0.011
5.65E-04,0.011
5.66E-04,0.011
5.66E-04,0.012
5.66E-04,0.012
5.66E-04,0.011
5.66E-04,0.011
5.67E-04,0.011
5.67E-04,0.011
5.67E-04,0.011
5.67E-04,0.014
5.67E-04,0.011
5.68E-04,0.011
5.68E-04,0.012
5.68E-04,0.012
5.68E-04,0.012
5.68E-04,0.012
5.69E-04,0.012
5.69E-04,0.011
5.69E-04,0.012
5.69E-04,0.010
5.69E-04,0.011
5.70E-04,0.010
5.70E-04,0.010
5.70E-04,0.010
5.70E-04,0.010
5.70E-04,0.010
5.71E-04,0.010
5.71E-04,0.010
5.71E-04,0.010
5.71E-04,0.009
5.71E-04,0.009
5.72E-04,0.010
5.72E-04,0.010
5.72E-04,0.010
5.72E-04,0.010
5.72E-04,0.010
5.73E-04,0.010
5.73E-04,0.010
5.73E-04,0.010
5.73E-04,0.010
5.73E-04,0.010
5.74E-04,0.010
5.74E-04,0.010
5.74E-04,0.010
5.74E-04,0.010
5.74E-04,0.010
5.75E-04,0.010
5.75E-04,0.010
5.75E-04,0.010
5.75E-04,0.010
5.75E-04,0.010
5.76E-04,0.010
5.76E-04,0.009
5.76E-04,0.010
5.76E-04,0.010
5.76E-04,0.010
5.77E-04,0.010
5.77E-04,0.010
5.77E-04,0.010
5.77E-04,0.010
5.77E-04,0.010
5.78E-04,0.011
5.78E-04,0.010
5.78E-04,0.010
5.78E-04,0.010
5.78E-04,0.009
5.79E-04,0.010
5.79E-04,0.011
5.79E-04,0.010
5.79E-04,0.010
5.79E-04,0.011
5.80E-04,0.011
5.80E-04,0.011
5.80E-04,0.011
5.80E-04,0.011
5.80E-04,0.011
5.81E-04,0.012
5.81E-04,0.012
5.81E-04,0.011
5.81E-04,0.011
5.81E-04,0.011
5.82E-04,0.012
5.82E-04,0.011
5.82E-04,0.012
5.82E-04,0.012
5.82E-04,0.012
5.83E-04,0.009
5.83E-04,0.011
5.83E-04,0.011
5.83E-04,0.012
5.83E-04,0.011
5.84E-04,0.012
5.84E-04,0.011
5.84E-04,0.011
5.84E-04,0.011
5.84E-04,0.011
5.85E-04,0.010
5.85E-04,0.011
5.85E-04,0.012
5.85E-04,0.010
5.85E-04,0.011
5.86E-04,0.011
5.86E-04,0.011
5.86E-04,0.011
5.86E-04,0.011
5.86E-04,0.011
5.87E-04,0.011
5.87E-04,0.012
5.87E-04,0.011
5.87E-04,0.012
5.87E-04,0.012
5.88E-04,0.012
5.88E-04,0.012
5.88E-04,0.012
5.88E-04,0.011
5.88E-04,0.012
5.89E-04,0.011
5.89E-04,0.010
5.89E-04,0.011
5.89E-04,0.010
5.89E-04,0.010
5.90E-04,0.010
5.90E-04,0.009
5.90E-04,0.008
5.90E-04,0.008
5.90E-04,0.008
5.91E-04,0.008
5.91E-04,0.007
5.91E-04,0.007
5.91E-04,0.007
5.91E-04,0.007
5.92E-04,0.008
5.92E-04,0.007
5.92E-04,0.006
5.92E-04,0.006
5.92E-04,0.006
5.93E-04,0.005
5.93E-04,0.005
5.93E-04,0.005
5.93E-04,0.006
5.93E-04,0.006
5.94E-04,0.005
5.94E-04,0.005
5.94E-04,0.005
5.94E-04,0.005
5.94E-04,0.004
5.95E-04,0.004
5.95E-04,0.005
5.95E-04,0.005
5.95E-04,0.004
5.95E-04,0.005
5.96E-04,0.004
5.96E-04,0.004
5.96E-04,0.004
5.96E-04,0.004
5.96E-04,0.004
5.97E-04,0.003
5.97E-04,0.003
5.97E-04,0.003
5.97E-04,0.003
5.97E-04,0.003
5.98E-04,0.004
5.98E-04,0.003
5.98E-04,0.002
5.98E-04,0.003
5.98E-04,0.003
5.99E-04,0.003
5.99E-04,0.003
5.99E-04,0.003
5.99E-04,0.003
5.99E-04,0.003
6.00E-04,0.002
6.00E-04,0.004
6.00E-04,0.004
6.00E-04,0.003
6.00E-04,0.003
6.01E-04,0.003
6.01E-04,0.003
6.01E-04,0.003
6.01E-04,0.002
6.01E-04,0.002
6.02E-04,0.003
6.02E-04,0.003
6.02E-04,0.002
6.02E-04,0.002
6.02E-04,0.002
6.03E-04,0.002
6.03E-04,0.002
6.03E-04,0.002
6.03E-04,0.002
6.03E-04,0.001
6.04E-04,0.002
6.04E-04,0.002
6.04E-04,0.002
6.04E-04,0.001
6.04E-04,0.003
6.05E-04,0.002
6.05E-04,0.002
6.05E-04,0.002
6.05E-04,0.002
6.05E-04,0.002
6.06E-04,0.002
6.06E-04,0.001
6.06E-04,0.002
6.06E-04,0.002
6.06E-04,0.002
6.07E-04,0.002
6.07E-04,0.001
6.07E-04,0.002
6.07E-04,0.001
6.07E-04,0.002
6.08E-04,0.002
6.08E-04,0.001
6.08E-04,0.001
6.08E-04,0.001
6.08E-04,0.001
6.09E-04,0.000
6.09E-04,0.001
6.09E-04,0.001
6.09E-04,0.000
6.09E-04,0.000
6.10E-04,0.001
6.10E-04,-0.001
6.10E-04,-0.000
6.10E-04,-0.000
6.10E-04,0.000
6.11E-04,0.000
6.11E-04,-0.001
6.11E-04,0.000
6.11E-04,0.000
6.11E-04,0.000
6.12E-04,0.000
6.12E-04,0.001
6.12E-04,0.001
6.12E-04,0.000
6.12E-04,0.000
6.13E-04,0.001
6.13E-04,-0.000
6.13E-04,-0.001
6.13E-04,-0.001
6.13E-04,-0.000
6.14E-04,0.000
6.14E-04,0.000
6.14E-04,0.001
6.14E-04,0.000
6.14E-04,0.000
6.15E-04,0.000
6.15E-04,0.000
6.15E-04,0.002
6.15E-04,0.001
6.15E-04,0.001
6.16E-04,0.001
6.16E-04,0.001
6.16E-04,0.001
6.16E-04,0.001
6.16E-04,0.000
6.17E-04,0.000
6.17E-04,0.001
6.17E-04,0.001
6.17E-04,0.001
6.17E-04,0.001
6.18E-04,0.001
6.18E-04,0.001
6.18E-04,0.001
6.18E-04,0.001
6.18E-04,0.002
6.19E-04,0.002
6.19E-04,0.002
6.19E-04,0.002
6.19E-04,0.003
6.19E-04,0.002
6.20E-04,0.002
6.20E-04,0.003
6.20E-04,0.002
6.20E-04,0.002
6.20E-04,0.003
6.21E-04,0.003
6.21E-04,0.003
6.21E-04,0.003
6.21E-04,0.003
6.21E-04,0.002
6.22E-04,0.003
6.22E-04,0.004
6.22E-04,0.002
6.22E-04,0.003
6.22E-04,0.003
6.23E-04,0.003
6.23E-04,0.003
6.23E-04,0.003
6.23E-04,0.003
6.23E-04,0.003
6.24E-04,0.002
6.24E-04,0.002
6.24E-04,0.003
6.24E-04,0.002
6.24E-04,0.003
6.25E-04,0.003
6.25E-04,0.003
6.25E-04,0.004
6.25E-04,0.003
6.25E-04,0.003
6.26E-04,0.003
6.26E-04,0.003
6.26E-04,0.003
6.26E-04,0.003
6.26E-04,0.004
6.27E-04,0.004
6.27E-04,0.004
6.27E-04,0.004
6.27E-04,0.003
6.27E-04,0.003
6.28E-04,0.003
6.28E-04,0.003
6.28E-04,0.003
6.28E-04,0.002
6.28E-04,0.004
6.29E-04,0.003
6.29E-04,0.003
6.29E-04,0.003
6.29E-04,0.002
6.29E-04,0.002
6.30E-04,0.002
6.30E-04,0.002
6.30E-04,0.003
6.30E-04,0.002
6.30E-04,0.003
6.31E-04,0.003
6.31E-04,0.002
6.31E-04,0.002
6.31E-04,0.002
6.31E-04,0.002
6.32E-04,0.002
6.32E-04,0.002
6.32E-04,0.003
6.32E-04,0.003
6.32E-04,0.003
6.33E-04,0.003
6.33E-04,0.003
6.33E-04,0.003
6.33E-04,0.003
6.33E-04,0.003
6.34E-04,0.003
6.34E-04,0.003
6.34E-04,0.004
6.34E-04,0.004
6.34E-04,0.003
6.35E-04,0.004
6.35E-04,0.003
6.35E-04,0.003
6.35E-04,0.004
6.35E-04,0.004
6.36E-04,0.003
6.36E-04,0.004
6.36E-04,0.003
6.36E-04,0.004
6.36E-04,0.003
6.37E-04,0.004
6.37E-04,0.003
6.37E-04,0.004
6.37E-04,0.004
6.37E-04,0.004
6.38E-04,0.004
6.38E-04,0.004
6.38E-04,0.004
6.38E-04,0.005
6.38E-04,0.005
6.39E-04,0.005
6.39E-04,0.005
6.39E-04,0.005
6.39E-04,0.006
6.39E-04,0.006
6.40E-04,0.006
6.40E-04,0.007
6.40E-04,0.005
6.40E-04,0.005
6.40E-04,0.006
6.41E-04,0.006
6.41E-04,0.006
6.41E-04,0.006
6.41E-04,0.005
6.41E-04,0.006
6.42E-04,0.006
6.42E-04,0.005
6.42E-04,0.006
6.42E-04,0.005
6.42E-04,0.006
6.43E-04,0.006
6.43E-04,0.006
6.43E-04,0.006
6.43E-04,0.006
6.43E-04,0.005
6.44E-04,0.005
6.44E-04,0.006
6.44E-04,0.006
6.44E-04,0.007
6.44E-04,0.006
6.45E-04,0.006
6.45E-04,0.006
6.45E-04,0.006
6.45E-04,0.006
6.45E-04,0.006
6.46E-04,0.006
6.46E-04,0.006
6.46E-04,0.006
6.46E-04,0.007
6.46E-04,0.006
6.47E-04,0.007
6.47E-04,0.007
6.47E-04,0.006
6.47E-04,0.006
6.47E-04,0.006
6.48E-04,0.006
6.48E-04,0.006
6.48E-04,0.005
6.48E-04,0.005
6.48E-04,0.005
6.49E-04,0.005
6.49E-04,0.006
6.49E-04,0.006
6.49E-04,0.004
6.49E-04,0.005
6.50E-04,0.006
6.50E-04,0.005
6.50E-04,0.005
6.50E-04,0.005
6.50E-04,0.005
6.51E-04,0.005
6.51E-04,0.005
6.51E-04,0.005
6.51E-04,0.005
6.51E-04,0.005
6.52E-04,0.006
6.52E-04,0.006
6.52E-04,0.005
6.52E-04,0.004
6.52E-04,0.005
6.53E-04,0.005
6.53E-04,0.006
6.53E-04,0.006
6.53E-04,0.006
6.53E-04,0.006
6.54E-04,0.005
6.54E-04,0.006
6.54E-04,0.006
6.54E-04,0.005
6.54E-04,0.006
6.55E-04,0.006
6.55E-04,0.006
6.55E-04,0.007
6.55E-04,0.006
6.55E-04,0.006
6.56E-04,0.007
6.56E-04,0.006
6.56E-04,0.005
6.56E-04,0.007
6.56E-04,0.006
6.57E-04,0.006
6.57E-04,0.007
6.57E-04,0.006
6.57E-04,0.007
6.57E-04,0.007
6.58E-04,0.007
6.58E-04,0.006
6.58E-04,0.007
6.58E-04,0.007
6.58E-04,0.008
6.59E-04,0.007
6.59E-04,0.008
6.59E-04,0.008
6.59E-04,0.008
6.59E-04,0.008
6.60E-04,0.008
6.60E-04,0.008
6.60E-04,0.008
6.60E-04,0.008
6.60E-04,0.007
6.61E-04,0.007
6.61E-04,0.007
6.61E-04,0.008
6.61E-04,0.008
6.61E-04,0.007
6.62E-04,0.008
6.62E-04,0.008
6.62E-04,0.007
6.62E-04,0.007
6.62E-04,0.007
6.63E-04,0.007
6.63E-04,0.010
6.63E-04,0.007
6.63E-04,0.008
6.63E-04,0.008
6.64E-04,0.008
6.64E-04,0.009
6.64E-04,0.008
6.64E-04,0.008
6.64E-04,0.008
6.65E-04,0.008
6.65E-04,0.008
6.65E-04,0.008
6.65E-04,0.008
6.65E-04,0.009
6.66E-04,0.008
6.66E-04,0.009
6.66E-04,0.009
6.66E-04,0.009
6.66E-04,0.009
6.67E-04,0.009
6.67E-04,0.007
6.67E-04,0.008
6.67E-04,0.007
6.67E-04,0.007
6.68E-04,0.008
6.68E-04,0.007
6.68E-04,0.007
6.68E-04,0.008
6.68E-04,0.008
6.69E-04,0.006
6.69E-04,0.006
6.69E-04,0.007
6.69E-04,0.007
6.69E-04,0.007
6.70E-04,0.007
6.70E-04,0.007
6.70E-04,0.007
6.70E-04,0.007
6.70E-04,0.007
6.71E-04,0.007
6.71E-04,0.006
6.71E-04,0.007
6.71E-04,0.007
6.71E-04,0.007
6.72E-04,0.007
6.72E-04,0.007
6.72E-04,0.007
6.72E-04,0.008
6.72E-04,0.008
6.73E-04,0.007
6.73E-04,0.008
6.73E-04,0.008
6.73E-04,0.006
6.73E-04,0.008
6.74E-04,0.007
6.74E-04,0.007
6.74E-04,0.007
6.74E-04,0.008
6.74E-04,0.007
6.75E-04,0.008
6.75E-04,0.007
6.75E-04,0.007
6.75E-04,0.007
6.75E-04,0.008
6.76E-04,0.008
6.76E-04,0.008
6.76E-04,0.008
6.76E-04,0.008
6.76E-04,0.008
6.77E-04,0.008
6.77E-04,0.008
6.77E-04,0.008
6.77E-04,0.008
6.77E-04,0.008
6.78E-04,0.008
6.78E-04,0.009
6.78E-04,0.009
6.78E-04,0.008
6.78E-04,0.009
6.79E-04,0.009
6.79E-04,0.009
6.79E-04,0.009
6.79E-04,0.009
6.79E-04,0.009
6.80E-04,0.009
6.80E-04,0.009
6.80E-04,0.009
6.80E-04,0.009
6.80E-04,0.009
6.81E-04,0.009
6.81E-04,0.009
6.81E-04,0.010
6.81E-04,0.010
6.81E-04,0.009
6.82E-04,0.007
6.82E-04,0.009
6.82E-04,0.009
6.82E-04,0.009
6.82E-04,0.009
6.83E-04,0.009
6.83E-04,0.009
6.83E-04,0.009
6.83E-04,0.009
6.83E-04,0.009
6.84E-04,0.010
6.84E-04,0.009
6.84E-04,0.010
6.84E-04,0.009
6.84E-04,0.009
6.85E-04,0.009
6.85E-04,0.009
6.85E-04,0.009
6.85E-04,0.010
6.85E-04,0.009
6.86E-04,0.009
6.86E-04,0.009
6.86E-04,0.009
6.86E-04,0.008
6.86E-04,0.008
6.87E-04,0.009
6.87E-04,0.008
6.87E-04,0.008
6.87E-04,0.006
6.87E-04,0.008
6.88E-04,0.007
6.88E-04,0.008
6.88E-04,0.009
6.88E-04,0.008
6.88E-04,0.009
6.89E-04,0.007
6.89E-04,0.008
6.89E-04,0.008
6.89E-04,0.008
6.89E-04,0.009
6.90E-04,0.008
6.90E-04,0.008
6.90E-04,0.008
6.90E-04,0.008
6.90E-04,0.008
6.91E-04,0.008
6.91E-04,0.008
6.91E-04,0.008
6.91E-04,0.007
6.91E-04,0.008
6.92E-04,0.008
6.92E-04,0.008
6.92E-04,0.009
6.92E-04,0.008
6.92E-04,0.009
6.93E-04,0.009
6.93E-04,0.009
6.93E-04,0.009
6.93E-04,0.009
6.93E-04,0.009
6.94E-04,0.009
6.94E-04,0.009
6.94E-04,0.009
6.94E-04,0.009
6.94E-04,0.009
6.95E-04,0.009
6.95E-04,0.009
6.95E-04,0.008
6.95E-04,0.011
6.95E-04,0.009
6.96E-04,0.008
6.96E-04,0.010
6.96E-04,0.009
6.96E-04,0.009
6.96E-04,0.009
6.97E-04,0.009
6.97E-04,0.010
6.97E-04,0.009
6.97E-04,0.010
6.97E-04,0.009
6.98E-04,0.010
6.98E-04,0.010
6.98E-04,0.011
6.98E-04,0.011
6.98E-04,0.010
6.99E-04,0.010
6.99E-04,0.010
6.99E-04,0.010
6.99E-04,0.010
6.99E-04,0.010
7.00E-04,0.010
7.00E-04,0.010
7.00E-04,0.010
7.00E-04,0.010
7.00E-04,0.009
7.01E-04,0.010
7.01E-04,0.010
7.01E-04,0.010
7.01E-04,0.010
7.01E-04,0.010
7.02E-04,0.010
7.02E-04,0.009
7.02E-04,0.010
7.02E-04,0.009
7.02E-04,0.010
7.03E-04,0.011
7.03E-04,0.010
7.03E-04,0.010
7.03E-04,0.009
7.03E-04,0.010
7.04E-04,0.010
7.04E-04,0.010
7.04E-04,0.010
7.04E-04,0.010
7.04E-04,0.010
7.05E-04,0.010
7.05E-04,0.011
7.05E-04,0.010
7.05E-04,0.010
7.05E-04,0.010
7.06E-04,0.010
7.06E-04,0.009
7.06E-04,0.010
7.06E-04,0.009
7.06E-04,0.009
7.07E-04,0.009
7.07E-04,0.010
7.07E-04,0.010
7.07E-04,0.009
7.07E-04,0.010
7.08E-04,0.008
7.08E-04,0.008
7.08E-04,0.009
7.08E-04,0.008
7.08E-04,0.009
7.09E-04,0.009
7.09E-04,0.008
7.09E-04,0.007
7.09E-04,0.008
7.09E-04,0.009
7.10E-04,0.009
7.10E-04,0.009
7.10E-04,0.009
7.10E-04,0.009
7.10E-04,0.009
7.11E-04,0.008
7.11E-04,0.009
7.11E-04,0.009
7.11E-04,0.008
7.11E-04,0.009
7.12E-04,0.009
7.12E-04,0.009
7.12E-04,0.008
7.12E-04,0.009
7.12E-04,0.009
7.13E-04,0.009
7.13E-04,0.009
7.13E-04,0.009
7.13E-04,0.008
7.13E-04,0.009
7.14E-04,0.009
7.14E-04,0.009
7.14E-04,0.009
7.14E-04,0.009
7.14E-04,0.009
7.15E-04,0.009
7.15E-04,0.009
7.15E-04,0.008
7.15E-04,0.009
7.15E-04,0.009
7.16E-04,0.009
7.16E-04,0.009
7.16E-04,0.009
7.16E-04,0.009
7.16E-04,0.010
7.17E-04,0.010
7.17E-04,0.010
7.17E-04,0.011
7.17E-04,0.010
7.17E-04,0.011
7.18E-04,0.011
7.18E-04,0.010
7.18E-04,0.010
7.18E-04,0.011
7.18E-04,0.011
7.19E-04,0.011
7.19E-04,0.012
7.19E-04,0.010
7.19E-04,0.010
7.19E-04,0.010
7.20E-04,0.011
7.20E-04,0.010
7.20E-04,0.010
7.20E-04,0.010
7.20E-04,0.011
7.21E-04,0.010
7.21E-04,0.011
7.21E-04,0.011
7.21E-04,0.010
7.21E-04,0.010
7.22E-04,0.010
7.22E-04,0.010
7.22E-04,0.010
7.22E-04,0.010
7.22E-04,0.011
7.23E-04,0.010
7.23E-04,0.011
7.23E-04,0.011
7.23E-04,0.010
7.23E-04,0.010
7.24E-04,0.011
7.24E-04,0.010
7.24E-04,0.010
7.24E-04,0.011
7.24E-04,0.011
7.25E-04,0.011
7.25E-04,0.011
7.25E-04,0.011
7.25E-04,0.011
7.25E-04,0.009
7.26E-04,0.010
7.26E-04,0.010
7.26E-04,0.009
7.26E-04,0.010
7.26E-04,0.009
7.27E-04,0.009
7.27E-04,0.009
7.27E-04,0.008
7.27E-04,0.009
7.27E-04,0.008
7.28E-04,0.009
7.28E-04,0.009
7.28E-04,0.009
7.28E-04,0.009
7.28E-04,0.009
7.29E-04,0.008
7.29E-04,0.009
7.29E-04,0.012
7.29E-04,0.009
7.29E-04,0.009
7.30E-04,0.009
7.30E-04,0.009
7.30E-04,0.009
7.30E-04,0.010
7.30E-04,0.010
7.31E-04,0.010
7.31E-04,0.009
7.31E-04,0.010
7.31E-04,0.009
7.31E-04,0.009
7.32E-04,0.009
7.32E-04,0.009
7.32E-04,0.011
7.32E-04,0.010
7.32E-04,0.011
7.33E-04,0.010
7.33E-04,0.010
7.33E-04,0.009
7.33E-04,0.009
7.33E-04,0.009
7.34E-04,0.010
7.34E-04,0.010
7.34E-04,0.007
7.34E-04,0.010
7.34E-04,0.009
7.35E-04,0.010
7.35E-04,0.010
7.35E-04,0.010
7.35E-04,0.010
7.35E-04,0.010
7.36E-04,0.010
7.36E-04,0.010
7.36E-04,0.010
7.36E-04,0.011
7.36E-04,0.011
7.37E-04,0.010
7.37E-04,0.011
7.37E-04,0.011
7.37E-04,0.011
7.37E-04,0.011
7.38E-04,0.011
7.38E-04,0.010
7.38E-04,0.011
7.38E-04,0.011
7.38E-04,0.011
7.39E-04,0.011
7.39E-04,0.011
7.39E-04,0.011
7.39E-04,0.010
7.39E-04,0.011
7.40E-04,0.010
7.40E-04,0.011
7.40E-04,0.011
7.40E-04,0.012
7.40E-04,0.010
7.41E-04,0.010
7.41E-04,0.011
7.41E-04,0.011
7.41E-04,0.010
7.41E-04,0.011
7.42E-04,0.011
7.42E-04,0.011
7.42E-04,0.010
7.42E-04,0.010
7.42E-04,0.011
7.43E-04,0.011
7.43E-04,0.010
7.43E-04,0.011
7.43E-04,0.011
7.43E-04,0.010
7.44E-04,0.011
7.44E-04,0.011
7.44E-04,0.011
7.44E-04,0.011
7.44E-04,0.011
7.45E-04,0.010
7.45E-04,0.011
7.45E-04,0.009
7.45E-04,0.011
7.45E-04,0.010
7.46E-04,0.010
7.46E-04,0.009
7.46E-04,0.010
7.46E-04,0.010
7.46E-04,0.009
7.47E-04,0.010
7.47E-04,0.009
7.47E-04,0.009
7.47E-04,0.010
7.47E-04,0.009
7.48E-04,0.009
7.48E-04,0.010
7.48E-04,0.009
7.48E-04,0.009
7.48E-04,0.010
7.49E-04,0.009
7.49E-04,0.010
7.49E-04,0.009
7.49E-04,0.009
7.49E-04,0.009
7.50E-04,0.009
7.50E-04,0.010
7.50E-04,0.009
7.50E-04,0.010
7.50E-04,0.009
7.51E-04,0.010
7.51E-04,0.009
7.51E-04,0.010
7.51E-04,0.009
7.51E-04,0.010
7.52E-04,0.009
7.52E-04,0.010
7.52E-04,0.010
7.52E-04,0.010
7.52E-04,0.010
7.53E-04,0.010
7.53E-04,0.009
7.53E-04,0.009
7.53E-04,0.010
7.53E-04,0.010
7.54E-04,0.008
7.54E-04,0.009
7.54E-04,0.009
7.54E-04,0.008
7.54E-04,0.008
7.55E-04,0.008
7.55E-04,0.008
7.55E-04,0.008
7.55E-04,0.007
7.55E-04,0.008
7.56E-04,0.007
7.56E-04,0.007
7.56E-04,0.008
7.56E-04,0.008
7.56E-04,0.009
7.57E-04,0.008
7.57E-04,0.008
7.57E-04,0.009
7.57E-04,0.008
7.57E-04,0.007
7.58E-04,0.007
7.58E-04,0.006
7.58E-04,0.006
7.58E-04,0.006
7.58E-04,0.005
7.59E-04,0.006
7.59E-04,0.006
7.59E-04,0.004
7.59E-04,0.006
7.59E-04,0.006
7.60E-04,0.005
7.60E-04,0.005
7.60E-04,0.005
7.60E-04,0.005
7.60E-04,0.005
7.61E-04,0.005
7.61E-04,0.004
