Distance [mm] - Plot 0,Amplitude [mV] - Plot 0
43.641,444
43.65,436
43.659,444
43.669,437
43.678,446
43.687,437
43.697,443
43.706,436
43.716,445
43.725,439
43.734,443
43.744,437
43.753,445
43.763,441
43.772,446
43.781,444
43.791,448
43.8,446
43.809,447
43.819,446
43.828,449
43.838,448
43.847,449
43.856,449
43.866,451
43.875,449
43.884,451
43.894,450
43.903,451
43.912,448
43.922,453
43.931,450
43.941,452
43.95,449
43.959,454
43.969,455
43.978,455
43.987,456
43.997,454
44.006,458
44.016,457
44.025,457
44.034,457
44.044,459
44.053,457
44.062,459
44.072,458
44.081,459
44.091,460
44.1,459
44.109,458
44.119,462
44.128,460
44.138,460
44.147,459
44.156,462
44.166,459
44.175,462
44.184,460
44.194,462
44.203,462
44.213,466
44.222,463
44.231,466
44.241,464
44.25,466
44.259,464
44.269,471
44.278,467
44.287,470
44.297,466
44.306,470
44.316,466
44.325,469
44.334,469
44.344,471
44.353,468
44.362,471
44.372,470
44.381,473
44.391,469
44.4,473
44.409,469
44.419,477
44.428,469
44.437,475
44.447,469
44.456,475
44.466,471
44.475,478
44.484,470
44.494,477
44.503,470
44.513,480
44.522,470
44.531,479
44.541,470
44.55,479
44.559,472
44.569,481
44.578,472
44.588,481
44.597,471
44.606,481
44.616,473
44.625,481
44.634,474
44.644,480
44.653,474
44.662,482
44.672,473
44.681,484
44.691,475
44.7,483
44.709,475
44.719,483
44.728,474
44.737,481
44.747,475
44.756,484
44.766,480
44.775,485
44.784,480
44.794,487
44.803,482
44.812,487
44.822,485
44.831,488
44.841,485
44.85,486
44.859,483
44.869,486
44.878,483
44.888,488
44.897,483
44.906,488
44.916,483
44.925,488
44.934,484
44.944,489
44.953,485
44.963,490
44.972,487
44.981,492
44.991,489
45,494
45.009,489
45.019,497
45.028,489
45.037,496
45.047,489
45.056,498
45.066,491
45.075,495
45.084,487
45.094,498
45.103,491
45.112,496
45.122,490
45.131,498
45.141,494
45.15,497
45.159,495
45.169,501
45.178,497
45.187,501
45.197,499
45.206,503
45.216,499
45.225,500
45.234,499
45.244,502
45.253,502
45.263,504
45.272,501
45.281,503
45.291,502
45.3,502
45.309,502
45.319,503
45.328,504
45.338,504
45.347,502
45.356,504
45.366,502
45.375,503
45.384,503
45.394,501
45.403,501
45.412,502
45.422,504
45.431,505
45.441,503
45.45,504
45.459,504
45.469,504
45.478,505
45.487,503
45.497,504
45.506,503
45.516,505
45.525,506
45.534,504
45.544,507
45.553,502
45.562,503
45.572,504
45.581,503
45.591,504
45.6,504
45.609,504
45.619,506
45.628,504
45.638,504
45.647,502
45.656,508
45.666,505
45.675,503
45.684,508
45.694,503
45.703,510
45.713,505
45.722,510
45.731,505
45.741,510
45.75,504
45.759,513
45.769,504
45.778,512
45.787,504
45.797,512
45.806,505
45.816,512
45.825,510
45.834,511
45.844,507
45.853,513
45.862,507
45.872,512
45.881,506
45.891,513
45.9,507
45.909,514
45.919,506
45.928,514
45.937,507
45.947,516
45.956,507
45.966,516
45.975,510
45.984,520
45.994,510
46.003,520
46.013,513
46.022,523
46.031,513
46.041,522
46.05,513
46.059,521
46.069,513
46.078,523
46.088,516
46.097,519
46.106,513
46.116,524
46.125,515
46.134,524
46.144,515
46.153,525
46.162,517
46.172,526
46.181,520
46.191,526
46.2,519
46.209,527
46.219,521
46.228,528
46.237,518
46.247,525
46.256,521
46.266,527
46.275,519
46.284,525
46.294,519
46.303,527
46.312,523
46.322,525
46.331,520
46.341,526
46.35,523
46.359,527
46.369,523
46.378,531
46.388,523
46.397,525
46.406,523
46.416,528
46.425,526
46.434,527
46.444,522
46.453,527
46.463,522
46.472,526
46.481,522
46.491,528
46.5,524
46.509,527
46.519,522
46.528,529
46.537,524
46.547,528
46.556,524
46.566,529
46.575,526
46.584,523
46.594,524
46.603,528
46.612,529
46.622,529
46.631,527
46.641,528
46.65,526
46.659,528
46.669,528
46.678,528
46.687,529
46.697,529
46.706,527
46.716,528
46.725,531
46.734,528
46.744,528
46.753,532
46.763,530
46.772,531
46.781,530
46.791,532
46.8,533
46.809,533
46.819,531
46.828,530
46.838,531
46.847,533
46.856,532
46.866,530
46.875,532
46.884,531
46.894,532
46.903,532
46.912,534
46.922,532
46.931,533
46.941,531
46.95,535
46.959,532
46.969,534
46.978,533
46.987,536
46.997,532
47.006,536
47.016,534
47.025,538
47.034,534
47.044,536
47.053,533
47.062,534
47.072,531
47.081,535
47.091,535
47.1,533
47.109,535
47.119,540
47.128,534
47.138,536
47.147,534
47.156,539
47.166,536
47.175,538
47.184,534
47.194,538
47.203,535
47.213,539
47.222,537
47.231,538
47.241,537
47.25,538
47.259,536
47.269,540
47.278,536
47.287,540
47.297,536
47.306,537
47.316,534
47.325,539
47.334,535
47.344,541
47.353,537
47.362,539
47.372,536
47.381,544
47.391,537
47.4,543
47.409,538
47.419,543
47.428,537
47.437,543
47.447,539
47.456,544
47.466,538
47.475,543
47.484,538
47.494,543
47.503,538
47.513,543
47.522,538
47.531,543
47.541,538
47.55,543
47.559,537
47.569,544
47.578,537
47.588,544
47.597,538
47.606,545
47.616,540
47.625,542
47.634,538
47.644,544
47.653,537
47.662,543
47.672,538
47.681,543
47.691,537
47.7,542
47.709,537
47.719,542
47.728,538
47.737,540
47.747,537
47.756,542
47.766,537
47.775,542
47.784,538
47.794,542
47.803,537
47.812,540
47.822,537
47.831,543
47.841,538
47.85,543
47.859,537
47.869,542
47.878,538
47.888,540
47.897,537
47.906,544
47.916,538
47.925,543
47.934,537
47.944,543
47.953,536
47.963,541
47.972,537
47.981,542
47.991,536
48,540
48.009,537
48.019,542
48.028,538
48.037,541
48.047,538
48.056,542
48.066,539
48.075,540
48.084,536
48.094,540
48.103,538
48.112,539
48.122,534
48.131,537
48.141,536
48.15,537
48.159,537
48.169,538
48.178,537
48.187,537
48.197,536
48.206,537
48.216,535
48.225,538
48.234,535
48.244,538
48.253,535
48.263,537
48.272,532
48.281,537
48.291,536
48.3,538
48.309,534
48.319,537
48.328,535
48.338,537
48.347,539
48.356,536
48.366,538
48.375,536
48.384,536
48.394,536
48.403,538
48.412,536
48.422,537
48.431,538
48.441,535
48.45,535
48.459,536
48.469,534
48.478,536
48.487,535
48.497,537
48.506,534
48.516,536
48.525,533
48.534,535
48.544,534
48.553,536
48.562,532
48.572,535
48.581,533
48.591,534
48.6,531
48.609,534
48.619,531
48.628,533
48.638,530
48.647,534
48.656,531
48.666,533
48.675,530
48.684,535
48.694,529
48.703,533
48.713,528
48.722,533
48.731,527
48.741,531
48.75,528
48.759,533
48.769,526
48.778,532
48.787,530
48.797,531
48.806,530
48.816,533
48.825,528
48.834,532
48.844,530
48.853,529
48.862,527
48.872,530
48.881,528
48.891,530
48.9,528
48.909,528
48.919,523
48.928,530
48.937,523
48.947,528
48.956,525
48.966,528
48.975,524
48.984,527
48.994,524
49.003,528
49.013,521
49.022,528
49.031,522
49.041,526
49.05,524
49.059,530
49.069,524
49.078,528
49.088,520
49.097,527
49.106,522
49.116,528
49.125,522
49.134,528
49.144,523
49.153,529
49.162,522
49.172,527
49.181,521
49.191,527
49.2,520
49.209,525
49.219,519
49.228,525
49.237,520
49.247,525
49.256,520
49.266,526
49.275,518
49.284,524
49.294,517
49.303,523
49.312,518
49.322,525
49.331,515
49.341,522
49.35,516
49.359,523
49.369,515
49.378,521
49.388,516
49.397,522
49.406,514
49.416,522
49.425,515
49.434,521
49.444,515
49.453,521
49.463,513
49.472,523
49.481,515
49.491,522
49.5,514
49.509,522
49.519,515
49.528,517
49.537,513
49.547,520
49.556,513
49.566,520
49.575,514
49.584,515
49.594,512
49.603,519
49.612,511
49.622,516
49.631,515
49.641,514
49.65,512
49.659,513
49.669,511
49.678,514
49.687,511
49.697,513
49.706,512
49.716,514
49.725,512
49.734,515
49.744,511
49.753,513
49.763,509
49.772,510
49.781,508
49.791,510
49.8,506
49.809,509
49.819,507
49.828,505
49.838,506
49.847,505
49.856,509
49.866,507
49.875,506
49.884,505
49.894,504
49.903,506
49.912,507
49.922,505
49.931,506
49.941,506
49.95,507
49.959,505
49.969,505
49.978,505
49.987,504
49.997,505
50.006,503
50.016,504
50.025,503
50.034,503
50.044,503
50.053,504
50.062,503
50.072,503
50.081,505
50.091,503
50.1,505
50.109,501
50.119,503
50.128,500
50.138,503
50.147,501
50.156,503
50.166,500
50.175,503
50.184,500
50.194,504
50.203,500
50.213,502
50.222,501
50.231,501
50.241,499
50.25,503
50.259,499
50.269,504
50.278,498
50.287,502
50.297,498
50.306,502
50.316,498
50.325,501
50.334,496
50.344,501
50.353,496
50.362,501
50.372,501
50.381,500
50.391,493
50.4,499
50.409,492
50.419,500
50.428,491
50.437,501
50.447,489
50.456,499
50.466,489
50.475,498
50.484,489
50.494,497
50.503,486
50.513,497
50.522,485
50.531,493
50.541,486
50.55,494
50.559,484
50.569,494
50.578,484
50.588,494
50.597,483
50.606,492
50.616,488
50.625,492
50.634,485
50.644,492
50.653,486
50.662,493
50.672,486
50.681,493
50.691,486
50.7,493
50.709,485
50.719,490
50.728,485
50.737,489
50.747,484
50.756,491
50.766,485
50.775,488
50.784,485
50.794,489
50.803,484
50.812,486
50.822,482
50.831,486
50.841,482
50.85,484
50.859,481
50.869,484
50.878,480
50.888,484
50.897,478
50.906,483
50.916,479
50.925,485
50.934,477
50.944,483
50.953,473
50.963,478
50.972,473
50.981,481
50.991,477
51,478
51.009,473
51.019,477
51.028,474
51.037,475
51.047,474
51.056,472
51.066,469
51.075,477
51.084,467
51.094,474
51.103,467
51.112,474
51.122,470
51.131,472
51.141,472
51.15,471
51.159,469
51.169,470
51.178,470
51.187,469
51.197,469
51.206,471
51.216,468
51.225,467
51.234,468
51.244,467
51.253,469
51.263,469
51.272,469
51.281,470
51.291,467
51.3,467
51.309,464
51.319,469
51.328,466
51.338,464
51.347,464
51.356,464
51.366,465
51.375,464
51.384,463
51.394,461
51.403,461
51.412,458
51.422,459
51.431,460
51.441,462
51.45,457
51.459,459
51.469,460
51.478,460
51.487,459
51.497,460
51.506,459
51.516,463
51.525,460
51.534,463
51.544,460
51.553,462
51.562,459
51.572,460
51.581,454
51.591,454
51.6,452
51.609,457
51.619,455
51.628,458
51.638,455
51.647,460
51.656,453
51.666,456
51.675,452
51.684,457
51.694,450
51.703,451
51.713,449
51.722,453
51.731,449
51.741,452
51.75,446
51.759,450
51.769,445
51.778,450
51.787,444
51.797,449
51.806,443
51.816,448
51.825,444
51.834,448
51.844,443
51.853,451
51.862,436
51.872,444
51.881,436
51.891,446
51.9,436
51.909,443
51.919,434
51.928,441
51.937,433
51.947,441
51.956,431
51.966,439
51.975,432
51.984,440
51.994,430
52.003,437
52.013,432
52.022,435
52.031,433
52.041,436
52.05,428
52.059,437
52.069,431
52.078,436
52.088,430
52.097,435
52.106,431
52.116,435
52.125,428
52.134,436
52.144,430
52.153,433
52.162,430
52.172,436
52.181,432
52.191,434
52.2,428
52.209,435
52.219,432
52.228,436
52.237,431
52.247,435
52.256,428
52.266,435
52.275,428
52.284,436
52.294,429
52.303,434
52.312,430
52.322,433
52.331,430
52.341,431
52.35,429
52.359,433
52.369,430
52.378,436
52.388,430
52.397,431
52.406,429
52.416,429
52.425,431
52.434,431
52.444,430
52.453,431
52.463,431
52.472,428
52.481,427
52.491,429
52.5,426
52.509,430
52.519,426
52.528,430
52.537,426
52.547,432
52.556,423
52.566,429
52.575,422
52.584,426
52.594,419
52.603,424
52.612,419
52.622,421
52.631,417
52.641,421
52.65,416
52.659,420
52.669,417
52.678,421
52.687,417
52.697,418
52.706,413
52.716,418
52.725,413
52.734,417
52.744,413
52.753,415
52.763,412
52.772,410
52.781,411
52.791,411
52.8,412
52.809,414
52.819,413
52.828,413
52.838,414
52.847,412
52.856,413
52.866,412
52.875,412
52.884,411
52.894,411
52.903,409
52.912,410
52.922,408
52.931,410
52.941,406
52.95,407
52.959,406
52.969,406
52.978,406
52.987,407
52.997,404
53.006,406
53.016,404
53.025,405
53.034,402
53.044,406
53.053,401
53.062,406
53.072,398
53.081,404
53.091,399
53.1,404
53.109,398
53.119,403
53.128,400
53.138,404
53.147,397
53.156,404
53.166,397
53.175,404
53.184,397
53.194,403
53.203,397
53.213,400
53.222,394
53.231,397
53.241,394
53.25,397
53.259,393
53.269,399
53.278,392
53.287,401
53.297,393
53.306,395
53.316,389
53.325,398
53.334,388
53.344,397
53.353,389
53.362,394
53.372,385
53.381,394
53.391,385
53.4,389
53.409,381
53.419,388
53.428,383
53.437,387
53.447,381
53.456,384
53.466,381
53.475,385
53.484,380
53.494,386
53.503,381
53.513,386
53.522,382
53.531,389
53.541,381
53.55,386
53.559,383
53.569,387
53.578,380
53.588,389
53.597,382
53.606,387
53.616,382
53.625,387
53.634,382
53.644,387
53.653,379
53.662,388
53.672,377
53.681,384
53.691,376
53.7,383
53.709,373
53.719,381
53.728,372
53.737,382
53.747,370
53.756,380
53.766,374
53.775,377
53.784,370
53.794,376
53.803,369
53.812,371
53.822,371
53.831,373
53.841,369
53.85,371
53.859,366
53.869,373
53.878,367
53.888,372
53.897,364
53.906,373
53.916,365
53.925,371
53.934,362
53.944,368
53.953,365
53.963,368
53.972,360
53.981,367
53.991,359
54,367
54.009,358
54.019,365
54.028,357
54.037,364
54.047,356
54.056,361
54.066,356
54.075,364
54.084,356
54.094,359
54.103,353
54.112,356
54.122,352
54.131,358
54.141,351
54.15,356
54.159,352
54.169,356
54.178,351
54.187,353
54.197,352
54.206,356
54.216,352
54.225,356
54.234,352
54.244,353
54.253,349
54.263,349
54.272,348
54.281,345
54.291,347
54.3,348
54.309,349
54.319,347
54.328,347
54.338,347
54.347,348
54.356,347
54.366,347
54.375,347
54.384,346
54.394,347
54.403,348
54.412,343
54.422,346
54.431,345
54.441,344
54.45,342
54.459,343
54.469,343
54.478,343
54.487,341
54.497,343
54.506,342
54.516,344
54.525,344
54.534,343
54.544,342
54.553,343
54.562,339
54.572,342
54.581,342
54.591,344
54.6,339
54.609,342
54.619,337
54.628,345
54.638,336
54.647,343
54.656,334
54.666,342
54.675,331
54.684,341
54.694,334
54.703,343
54.713,332
54.722,340
54.731,328
54.741,340
54.75,329
54.759,339
54.769,330
54.778,337
54.787,330
54.797,336
54.806,329
54.816,336
54.825,328
54.834,335
54.844,327
54.853,336
54.862,327
54.872,337
54.881,328
54.891,336
54.9,327
54.909,338
54.919,330
54.928,336
54.937,328
54.947,336
54.956,327
54.966,333
54.975,327
54.984,333
54.994,327
55.003,338
55.013,327
55.022,334
55.031,325
55.041,333
55.05,327
55.059,330
55.069,322
55.078,330
55.088,324
55.097,329
55.106,322
55.116,328
55.125,323
55.134,328
55.144,325
55.153,327
55.162,321
55.172,328
55.181,319
55.191,329
55.2,320
55.209,326
55.219,318
55.228,327
55.237,320
55.247,327
55.256,319
55.266,327
55.275,319
55.284,327
55.294,317
55.303,326
55.312,316
55.322,327
55.331,319
55.341,326
55.35,317
55.359,326
55.369,319
55.378,328
55.388,317
55.397,327
55.406,318
55.416,327
55.425,320
55.434,325
55.444,319
55.453,325
55.463,315
55.472,325
55.481,315
55.491,327
55.5,318
55.509,324
55.519,315
55.528,319
55.537,315
55.547,321
55.556,315
55.566,321
55.575,317
55.584,322
55.594,319
55.603,321
55.612,319
55.622,323
55.631,317
55.641,324
55.65,318
55.659,318
55.669,317
55.678,319
55.687,316
55.697,316
55.706,317
55.716,317
55.725,314
55.734,315
55.744,326
55.753,313
55.763,315
55.772,317
55.781,315
55.791,317
55.8,316
55.809,311
55.819,313
55.828,317
55.838,316
55.847,314
55.856,316
55.866,316
55.875,318
55.884,314
55.894,318
55.903,313
55.912,315
55.922,313
55.931,317
55.941,310
55.95,317
55.959,310
55.969,312
55.978,314
55.987,316
55.997,310
56.006,317
56.016,308
56.025,316
56.034,308
56.044,320
56.053,308
56.062,311
56.072,309
56.081,313
56.091,309
56.1,310
56.109,308
56.119,313
56.128,306
56.138,312
56.147,308
56.156,311
56.166,307
56.175,311
56.184,306
56.194,309
56.203,306
56.213,308
56.222,307
56.231,310
56.241,317
56.25,306
56.259,306
56.269,309
56.278,305
56.287,309
56.297,304
56.306,309
56.316,309
56.325,310
56.334,304
56.344,316
56.353,304
56.362,309
56.372,304
56.381,312
56.391,306
56.4,313
56.409,306
56.419,315
56.428,306
56.437,313
56.447,308
56.456,314
56.466,309
56.475,314
56.484,308
56.494,314
56.503,308
56.513,316
56.522,308
56.531,317
56.541,313
56.55,316
56.559,308
56.569,316
56.578,308
56.588,312
56.597,307
56.606,315
56.616,310
56.625,315
56.634,308
56.644,316
56.653,310
56.662,317
56.672,308
56.681,315
56.691,308
56.7,315
56.709,309
56.719,315
56.728,308
56.737,314
56.747,310
56.756,316
56.766,307
56.775,315
56.784,310
56.794,316
56.803,312
56.812,317
56.822,307
56.831,318
56.841,309
56.85,318
56.859,310
56.869,317
56.878,311
56.888,317
56.897,314
56.906,323
56.916,315
56.925,320
56.934,315
56.944,328
56.953,316
56.963,322
56.972,319
56.981,319
56.991,316
57,322
57.009,315
57.019,321
57.028,318
57.037,322
57.047,317
57.056,321
57.066,318
57.075,320
57.084,316
57.094,316
57.103,318
57.112,318
57.122,316
57.131,319
57.141,322
57.15,327
57.159,326
57.169,323
57.178,326
57.187,324
57.197,325
57.206,324
57.216,325
57.225,321
57.234,323
57.244,326
57.253,328
57.263,325
57.272,325
57.281,319
57.291,319
57.3,318
57.309,325
57.319,320
57.328,326
57.338,321
57.347,324
57.356,321
57.366,326
57.375,325
57.384,328
57.394,327
57.403,328
57.412,329
57.422,326
57.431,328
57.441,331
57.45,328
57.459,330
57.469,328
57.478,332
57.487,329
57.497,333
57.506,328
57.516,334
57.525,332
57.534,334
57.544,332
57.553,338
57.562,329
57.572,338
57.581,331
57.591,339
57.6,328
57.609,335
57.619,326
57.628,333
57.638,329
57.647,334
57.656,332
57.666,344
57.675,337
57.684,345
57.694,337
57.703,343
57.713,332
57.722,340
57.731,331
57.741,343
57.75,334
57.759,344
57.769,334
57.778,346
57.787,337
57.797,348
57.806,336
57.816,346
57.825,333
57.834,345
57.844,342
57.853,344
57.862,332
57.872,346
57.881,342
57.891,347
57.9,339
57.909,347
57.919,338
57.928,346
57.937,339
57.947,349
57.956,343
57.966,347
57.975,344
57.984,347
57.994,347
58.003,347
58.013,343
58.022,347
58.031,346
58.041,355
58.05,347
58.059,355
58.069,348
58.078,347
58.088,345
58.097,348
58.106,349
58.116,362
58.125,347
58.134,357
58.144,348
58.153,348
58.162,345
58.172,353
58.181,349
58.191,353
58.2,348
58.209,357
58.219,347
58.228,353
58.237,351
58.247,357
58.256,354
58.266,368
58.275,358
58.284,365
58.294,353
58.303,356
58.312,350
58.322,360
58.331,358
58.341,367
58.35,358
58.359,368
58.369,361
58.378,366
58.388,357
58.397,363
58.406,360
58.416,367
58.425,362
58.434,366
58.444,364
58.453,370
58.463,366
58.472,368
58.481,370
58.491,372
58.5,368
58.509,366
58.519,366
58.528,372
58.537,373
58.547,373
58.556,366
58.566,364
58.575,370
58.584,370
58.594,378
58.603,375
58.612,371
58.622,371
58.631,375
58.641,378
58.65,377
58.659,373
58.669,381
58.678,378
58.687,380
58.697,373
58.706,378
58.716,376
58.725,380
58.734,379
58.744,383
58.753,380
58.763,383
58.772,378
58.781,382
58.791,380
58.8,382
58.809,380
58.819,384
58.828,381
58.838,386
58.847,381
58.856,386
58.866,381
58.875,382
58.884,377
58.894,383
58.903,380
58.912,385
58.922,384
58.931,387
58.941,389
58.95,393
58.959,388
58.969,393
58.978,386
58.987,388
58.997,384
59.006,388
59.016,387
59.025,393
59.034,386
59.044,396
59.053,386
59.062,395
59.072,387
59.081,393
59.091,386
59.1,395
59.109,387
59.119,396
59.128,390
59.138,395
59.147,387
59.156,397
59.166,387
59.175,394
59.184,385
59.194,395
59.203,386
59.213,399
59.222,392
59.231,404
59.241,396
59.25,403
59.259,395
59.269,405
59.278,396
59.287,403
59.297,396
59.306,404
59.316,395
59.325,401
59.334,395
59.344,401
59.353,396
59.362,403
59.372,395
59.381,404
59.391,396
59.4,406
59.409,396
59.419,406
59.428,404
59.437,404
59.447,401
59.456,406
59.466,404
59.475,409
59.484,405
59.494,407
59.503,403
59.513,409
59.522,401
59.531,410
59.541,404
59.55,413
59.559,409
59.569,415
59.578,407
59.588,415
59.597,409
59.606,418
59.616,412
59.625,421
59.634,419
59.644,421
59.653,414
59.662,419
59.672,413
59.681,421
59.691,416
59.7,420
59.709,413
59.719,422
59.728,420
59.737,425
59.747,421
59.756,423
59.766,420
59.775,425
59.784,424
59.794,427
59.803,425
59.812,426
59.822,424
59.831,425
59.841,425
59.85,421
59.859,426
59.869,430
59.878,430
59.888,430
59.897,432
59.906,431
59.916,430
59.925,432
59.934,430
59.944,429
59.953,430
59.963,427
59.972,429
59.981,430
59.991,432
60,430
60.009,430
60.019,430
60.028,430
60.037,432
60.047,435
60.056,434
60.066,435
60.075,432
60.084,435
60.094,435
60.103,440
60.112,437
60.122,444
60.131,441
60.141,445
60.15,443
60.159,444
60.169,441
60.178,448
60.187,447
60.197,448
60.206,443
60.216,454
60.225,450
60.234,454
60.244,449
60.253,450
60.263,446
60.272,451
60.281,448
60.291,450
60.3,446
60.309,449
60.319,447
60.328,452
60.338,450
60.347,460
60.356,456
60.366,462
60.375,454
60.384,463
60.394,450
60.403,456
60.412,449
60.422,453
60.431,451
60.441,458
60.45,448
60.459,459
60.469,450
60.478,457
60.487,450
60.497,460
60.506,452
60.516,461
60.525,453
60.534,462
60.544,456
60.553,461
60.562,454
60.572,462
60.581,456
60.591,464
60.6,460
60.609,465
60.619,460
60.628,463
60.638,457
60.647,462
60.656,456
60.666,463
60.675,458
60.684,465
60.694,460
60.703,465
60.713,459
60.722,468
60.731,464
60.741,469
60.75,467
60.759,470
60.769,466
60.778,469
60.787,463
60.797,470
60.806,467
60.816,469
60.825,465
60.834,470
60.844,468
60.853,470
60.862,469
60.872,473
60.881,469
60.891,468
60.9,466
60.909,475
60.919,471
60.928,475
60.937,471
60.947,475
60.956,475
60.966,475
60.975,470
60.984,475
60.994,471
61.003,471
61.013,469
61.022,472
61.031,471
61.041,475
61.05,471
61.059,474
61.069,474
61.078,482
61.088,475
61.097,478
61.106,485
61.116,483
61.125,483
61.134,481
61.144,483
61.153,485
61.162,484
61.172,484
61.181,485
61.191,484
61.2,485
61.209,485
61.219,482
61.228,482
61.237,484
61.247,486
61.256,486
61.266,484
61.275,484
61.284,484
61.294,488
61.303,485
61.312,486
61.322,482
61.331,485
61.341,483
61.35,485
61.359,489
61.369,497
61.378,491
61.388,487
61.397,485
61.406,488
61.416,486
61.425,492
61.434,489
61.444,498
61.453,492
61.463,497
61.472,491
61.481,499
61.491,492
61.5,497
61.509,489
61.519,496
61.528,487
61.537,497
61.547,492
61.556,497
61.566,494
61.575,500
61.584,495
61.594,503
61.603,500
61.612,503
61.622,500
61.631,502
61.641,499
61.65,503
61.659,500
61.669,502
61.678,501
61.687,506
61.697,501
61.706,503
61.716,498
61.725,504
61.734,499
61.744,500
61.753,500
61.763,507
61.772,500
61.781,506
61.791,500
61.8,504
61.809,502
61.819,504
61.828,503
61.838,506
61.847,503
61.856,504
61.866,503
61.875,503
61.884,502
61.894,504
61.903,503
61.912,508
61.922,505
61.931,514
61.941,506
61.95,512
61.959,503
61.969,507
61.978,503
61.987,507
61.997,502
62.006,510
62.016,503
62.025,510
62.034,502
62.044,513
62.053,509
62.062,513
62.072,505
62.081,512
62.091,506
62.1,514
62.109,514
62.119,516
62.128,510
62.138,516
62.147,512
62.156,515
62.166,510
62.175,515
62.184,513
62.194,513
62.203,509
62.213,515
62.222,510
62.231,514
62.241,513
62.25,519
62.259,514
62.269,522
62.278,519
62.287,525
62.297,523
62.306,527
62.316,524
62.325,525
62.334,517
62.344,514
62.353,514
62.362,514
62.372,516
62.381,521
62.391,522
62.4,523
62.409,520
62.419,523
62.428,524
62.437,527
62.447,527
62.456,528
62.466,529
62.475,527
62.484,526
62.494,526
62.503,530
62.513,525
62.522,524
62.531,523
62.541,526
62.55,522
62.559,525
62.569,522
62.578,524
62.588,525
62.597,528
62.606,527
62.616,530
62.625,523
62.634,526
62.644,524
62.653,528
62.662,529
62.672,528
62.681,522
62.691,528
62.7,521
62.709,524
62.719,519
62.728,528
62.737,525
62.747,528
62.756,528
62.766,528
62.775,527
62.784,528
62.794,527
62.803,533
62.812,528
62.822,534
62.831,528
62.841,533
62.85,528
62.859,535
62.869,529
62.878,535
62.888,530
62.897,535
62.906,528
62.916,538
62.925,532
62.934,541
62.944,536
62.953,540
62.963,534
62.972,538
62.981,535
62.991,542
63,535
63.009,541
63.019,534
63.028,541
63.037,537
63.047,544
63.056,541
63.066,546
63.075,539
63.084,542
63.094,536
63.103,539
63.112,535
63.122,543
63.131,538
63.141,546
63.15,541
63.159,544
63.169,540
63.178,546
63.187,543
63.197,547
63.206,539
63.216,544
63.225,540
63.234,547
63.244,542
63.253,547
63.263,538
63.272,543
63.281,540
63.291,545
63.3,540
63.309,547
63.319,543
63.328,544
63.338,538
63.347,543
63.356,539
63.366,540
63.375,538
63.384,539
63.394,534
63.403,539
63.412,534
63.422,542
63.431,538
63.441,542
63.45,539
63.459,542
63.469,538
63.478,544
63.487,538
63.497,541
63.506,538
63.516,541
63.525,536
63.534,540
63.544,537
63.553,540
63.562,541
63.572,547
63.581,540
63.591,541
63.6,537
63.609,541
63.619,542
63.628,547
63.638,541
63.647,540
63.656,539
63.666,540
63.675,538
63.684,541
63.694,542
63.703,541
63.713,540
63.722,537
63.731,537
63.741,541
63.75,543
63.759,547
63.769,546
63.778,543
63.787,545
63.797,545
63.806,547
63.816,547
63.825,547
63.834,545
63.844,547
63.853,543
63.862,549
63.872,545
63.881,548
63.891,545
63.9,548
63.909,543
63.919,545
63.928,543
63.937,546
63.947,541
63.956,546
63.966,543
63.975,543
63.984,542
63.994,547
64.003,542
64.013,548
64.022,546
64.031,549
64.041,549
64.05,548
64.059,546
64.069,549
64.078,549
64.088,549
64.097,550
64.106,549
64.116,547
64.125,547
64.134,546
64.144,549
64.153,546
64.163,549
64.172,547
64.181,550
64.191,546
64.2,552
64.209,546
64.219,551
64.228,547
64.238,549
64.247,542
64.256,549
64.266,539
64.275,545
64.284,538
64.294,548
64.303,534
64.313,545
64.322,538
64.331,545
64.341,538
64.35,549
64.359,538
64.369,548
64.378,541
64.388,546
64.397,535
64.406,543
64.416,539
64.425,544
64.434,537
64.444,544
64.453,540
64.463,541
64.472,537
64.481,544
64.491,537
64.5,543
64.509,537
64.519,542
64.528,534
64.538,538
64.547,536
64.556,540
64.566,536
64.575,538
64.584,535
64.594,540
64.603,536
64.613,542
64.622,539
64.631,544
64.641,541
64.65,547
64.659,542
64.669,548
64.678,544
64.688,548
64.697,544
64.706,547
64.716,540
64.725,547
64.734,543
64.744,547
64.753,543
64.763,546
64.772,539
64.781,543
64.791,538
64.8,544
64.809,539
64.819,542
64.828,537
64.838,541
64.847,537
64.856,541
64.866,537
64.875,543
64.884,539
64.894,542
64.903,539
64.913,541
64.922,540
64.931,542
64.941,541
64.95,542
64.959,540
64.969,542
64.978,541
64.988,541
64.997,542
65.006,539
65.016,541
65.025,539
65.034,538
65.044,536
65.053,538
65.063,539
65.072,539
65.081,537
65.091,537
65.1,538
65.109,538
65.119,536
65.128,538
65.138,538
65.147,538
65.156,536
65.166,538
65.175,536
65.184,539
65.194,539
65.203,539
65.213,536
65.222,539
65.231,538
65.241,543
65.25,541
65.259,543
65.269,538
65.278,540
65.288,539
65.297,542
65.306,540
65.316,543
65.325,539
65.334,541
65.344,537
65.353,540
65.363,536
65.372,540
65.381,535
65.391,542
65.4,535
65.409,539
65.419,531
65.428,538
65.438,533
65.447,540
65.456,531
65.466,537
65.475,529
